&time(secs)  dist(mm) d_abs
0.0         11.163      0
120.0       28.366     17.203
240.0     	48.133     36.97
360.0     	66.961     55.798
480.0     	86.128     74.965
600.0     	102.843    91.68
720.0     	122.203    111.04
840.0     	143.939    132.776
