&time(secs)  dist(mm) d_abs
0.0         14.986   0
300.0   	27.807   12.821
600.0   	35.984   20.998
900.0   	41.566   26.58
1200.0  	51.055   36.069
1500.0  	54.963   39.977
1800.0  	58.354   43.368
2100.0  	66.752   51.766
2400.0  	71.628   56.642
2700.0  	76.567   61.581
3000.0  	80.898   65.912
3300.0  	85.884   70.898
3600.0  	90.615   75.629
3900.0  	95.718   80.732
4200.0  	100.363  85.377
4500.0  	106.222  91.236
