&time(secs)  dist(mm) d_abs
0.0     11.882       0
10.0   	23.432       11.55
20.0	32.208       20.326
30.0   	39.916       28.034
40.0	47.927       36.045
50.0	55.324       43.442
60.0	62.876       50.994
70.0	69.974       58.092
80.0   	76.590       64.708
90.0  	83.217       71.335
100.0 	90.614       78.732
110.0 	95.853       83.971
120.0 	103.604      91.722
130.0 	110.853      98.971
140.0 	122.169      110.287
