&time(secs)  dist(mm)     d_abs       error
0.0             2.660    0
60.0            6.416    3.756
120.0          10.171    7.511
180.0      	   12.829    10.169
240.0      	   16.903    14.243
300.0      	   19.872    17.212
360.0          23.157    20.497
420.0          25.972    23.312
480.0      	   28.642    25.982
540.0      	   31.920    29.26
600.0      	   35.047    32.387
660.0      	   38.334    35.674
720.0          40.526    37.866
780.0          42.712    40.052
840.0      	   47.412    44.752
900.0          49.448    46.788
960.0          52.133    49.473
1020.0         54.454    51.794
1080.0         57.732    55.072
1140.0         60.889    58.229
1200.0         64.330    61.67
1260.0         66.685    64.025
1320.0         70.474    67.814
1380.0         73.390    70.73
1440.0         77.632    74.972
1500.0         83.251    80.591
1560.0         85.604    82.944
